family_id,husband_id,wife_id,genealogy_id,marriage_year
510,705,1802,1,1694
511,1806,706,1,1703
512,1810,708,1,1685
513,1815,710,1,1693
514,711,1818,1,1695
515,712,1821,1,1690
516,713,1824,1,1693
517,1829,715,1,1675
518,1834,716,1,1689
519,718,1839,1,1685
520,719,1844,1,1689
521,1846,720,1,1684
522,1850,721,1,1699
523,723,1852,1,1689
524,724,1855,1,1674
525,1860,726,1,1713
526,1863,727,1,1723
527,1865,728,1,1717
528,1867,730,1,1702
529,731,1871,1,1716
530,732,1876,1,1706
531,1879,733,1,1705
532,735,1881,1,1709
533,1883,737,1,1712
534,1886,738,1,1722
535,739,1889,1,1722
536,1894,740,1,1709
537,1899,742,1,1713
538,1904,743,1,1691
539,1908,744,1,1703
540,746,1913,1,1702
541,1916,747,1,1702
542,748,1920,1,1701
543,750,1922,1,1692
544,751,1927,1,1694
545,1932,753,1,1700
546,1936,754,1,1698
547,1939,755,1,1716
548,757,1944,1,1701
549,1947,758,1,1685
550,1951,759,1,1698
551,1954,761,1,1709
552,762,1958,1,1713
553,1962,763,1,1717
554,764,1965,1,1701
555,1967,766,1,1711
556,767,1970,1,1702
557,1975,768,1,1721
558,1978,770,1,1705
559,771,1982,1,1697
560,1987,772,1,1706
561,1989,774,1,1694
562,775,1994,1,1680
563,1997,777,1,1704
564,778,2001,1,1698
565,2005,779,1,1707
566,2010,780,1,1697
567,782,2013,1,1709
568,783,2016,1,1691
569,2020,784,1,1704
570,2024,785,1,1705
571,787,2027,1,1714
572,788,2032,1,1707
573,2035,790,1,1709
574,2039,792,1,1707
575,2041,794,1,1717
576,795,2043,1,1704
577,2048,796,1,1712
578,797,2052,1,1710
579,2057,799,1,1709
580,800,2059,1,1720
581,2061,802,1,1700
582,803,2063,1,1691
583,804,2065,1,1698
584,2069,805,1,1700
585,2073,807,1,1699
586,2077,808,1,1719
587,2082,809,1,1707
588,2085,811,1,1715
589,2087,812,1,1707
590,814,2090,1,1688
591,815,2094,1,1681
592,816,2096,1,1681
593,817,2098,1,1693
594,819,2103,1,1701
595,821,2106,1,1693
596,822,2110,1,1690
597,823,2113,1,1686
598,825,2118,1,1705
599,2121,826,1,1695
600,2126,828,1,1697
601,2131,829,1,1694
602,831,2135,1,1695
603,2140,832,1,1690
604,2143,833,1,1689
605,835,2146,1,1694
606,2149,836,1,1699
607,837,2153,1,1686
608,2155,839,1,1689
609,2157,841,1,1684
610,2162,842,1,1677
611,843,2164,1,1681
612,844,2169,1,1690
613,2173,846,1,1685
614,2177,847,1,1688
615,848,2181,1,1691
616,850,2183,1,1697
617,2188,851,1,1690
618,2191,853,1,1692
619,854,2193,1,1692
620,855,2195,1,1694
621,856,2200,1,1699
622,2203,858,1,1686
623,859,2205,1,1684
624,2207,860,1,1686
625,2212,862,1,1690
626,863,2215,1,1687
627,865,2217,1,1700
628,2222,866,1,1700
629,867,2224,1,1692
630,2227,869,1,1699
631,871,2229,1,1687
632,2234,872,1,1688
633,2238,874,1,1675
634,2241,875,1,1675
635,876,2245,1,1670
636,878,2247,1,1685
637,2252,880,1,1687
638,2256,881,1,1697
639,882,2260,1,1684
640,883,2265,1,1702
641,885,2267,1,1678
642,886,2270,1,1673
643,2272,887,1,1674
644,2275,888,1,1681
645,2278,890,1,1696
646,891,2281,1,1682
647,892,2285,1,1683
648,893,2288,1,1676
649,895,2291,1,1693
650,2294,896,1,1693
651,897,2299,1,1704
652,899,2301,1,1689
653,2303,901,1,1700
654,902,2308,1,1699
655,903,2311,1,1705
656,904,2314,1,1699
657,2318,906,1,1676
658,2323,907,1,1685
659,908,2328,1,1686
660,910,2331,1,1693
661,2336,912,1,1685
662,913,2341,1,1691
663,915,2346,1,1679
664,2350,916,1,1673
665,917,2354,1,1692
666,919,2358,1,1702
667,920,2362,1,1683
668,922,2366,1,1691
669,2368,923,1,1681
670,924,2370,1,1691
671,926,2372,1,1690
672,927,2375,1,1680
673,2379,929,1,1684
674,930,2381,1,1693
675,2385,931,1,1696
676,933,2387,1,1699
677,2392,934,1,1685
678,935,2397,1,1692
679,2402,936,1,1698
680,2407,938,1,1704
681,939,2410,1,1710
682,2413,940,1,1703
683,2416,941,1,1701
684,943,2421,1,1718
685,2425,945,1,1704
686,946,2428,1,1700
687,947,2431,1,1709
688,2435,949,1,1706
689,950,2440,1,1715
690,951,2444,1,1711
691,952,2447,1,1720
692,2452,954,1,1707
693,2457,955,1,1703
694,957,2459,1,1703
695,2463,958,1,1688
696,2465,959,1,1685
697,961,2468,1,1697
698,2470,962,1,1702
699,963,2472,1,1702
700,2477,965,1,1707
701,967,2482,1,1697
702,2485,969,1,1701
703,971,2487,1,1707
704,2489,972,1,1705
705,2491,973,1,1722
706,975,2495,1,1730
707,2500,976,1,1721
708,2502,977,1,1728
709,979,2505,1,1705
710,981,2508,1,1706
711,2510,983,1,1710
712,2515,984,1,1707
713,2519,986,1,1710
714,2522,987,1,1726
715,2526,988,1,1718
716,2529,989,1,1706
717,991,2534,1,1699
718,2539,992,1,1703
719,2543,993,1,1699
720,2545,994,1,1717
721,996,2547,1,1714
722,997,2550,1,1708
723,2555,998,1,1710
724,2557,1000,1,1718
725,2560,1002,1,1696
726,1003,2563,1,1715
727,2565,1005,1,1721
728,2567,1007,1,1699
729,1008,2572,1,1698
730,1009,2574,1,1705
731,1010,2578,1,1702
732,1012,2581,1,1687
733,1014,2586,1,1692
734,1015,2589,1,1693
735,1016,2594,1,1685
736,1017,2599,1,1691
737,1019,2604,1,1695
738,2607,1020,1,1711
739,1022,2611,1,1710
740,1024,2613,1,1709
741,1025,2617,1,1715
742,1027,2621,1,1697
743,2623,1028,1,1684
744,1029,2628,1,1696
745,1031,2633,1,1707
746,2635,1032,1,1709
747,2638,1034,1,1685
748,1036,2643,1,1699
749,1037,2648,1,1711
750,2653,1039,1,1700
751,1041,2655,1,1708
752,1042,2658,1,1710
753,2660,1043,1,1708
754,1045,2662,1,1701
755,1046,2666,1,1695
756,1048,2669,1,1707
757,1049,2672,1,1704
758,2674,1050,1,1710
759,2677,1051,1,1709
760,2680,1053,1,1713
761,2685,1054,1,1724
762,2688,1055,1,1712
763,2693,1056,1,1729
764,1058,2695,1,1702
765,2697,1059,1,1703
766,1060,2700,1,1694
767,1062,2705,1,1712
768,2707,1064,1,1725
769,1065,2710,1,1723
770,1066,2712,1,1719
771,2717,1068,1,1711
772,1069,2719,1,1731
773,2723,1071,1,1729
774,2726,1072,1,1726
775,2731,1073,1,1735
776,1074,2736,1,1715
777,1076,2738,1,1719
778,1078,2741,1,1730
779,1079,2744,1,1733
780,2748,1080,1,1729
781,1081,2751,1,1742
782,1083,2754,1,1723
783,1084,2756,1,1728
784,1085,2758,1,1722
785,2763,1086,1,1715
786,1088,2765,1,1735
787,2767,1089,1,1731
788,1090,2770,1,1732
789,1092,2775,1,1710
790,1094,2779,1,1707
791,1095,2782,1,1705
792,1096,2787,1,1696
793,2790,1098,1,1721
794,2794,1100,1,1703
795,2799,1101,1,1709
796,2803,1103,1,1706
797,2807,1104,1,1704
798,2810,1106,1,1728
799,2814,1108,1,1706
800,1109,2817,1,1712
801,1110,2820,1,1711
802,2824,1112,1,1704
803,2827,1113,1,1705
804,1114,2831,1,1713
805,2835,1115,1,1715
806,1117,2840,1,1715
807,1118,2843,1,1724
808,1120,2846,1,1722
809,2849,1121,1,1714
810,1122,2854,1,1727
811,2858,1123,1,1721
812,2862,1125,1,1706
813,2866,1126,1,1714
814,2869,1127,1,1703
815,2873,1128,1,1708
816,1130,2875,1,1729
817,2878,1132,1,1724
818,2881,1134,1,1728
819,1136,2885,1,1724
820,2888,1138,1,1724
821,2891,1139,1,1720
822,1140,2896,1,1730
823,1142,2901,1,1722
824,2905,1143,1,1712
825,1144,2909,1,1717
826,2912,1145,1,1718
827,1147,2914,1,1722
828,2916,1149,1,1716
829,1150,2921,1,1726
830,2926,1152,1,1718
831,1154,2929,1,1725
832,1156,2931,1,1730
833,2934,1157,1,1718
834,2937,1159,1,1723
835,1160,2942,1,1731
836,2945,1161,1,1731
837,2948,1163,1,1738
838,2953,1164,1,1742
839,2958,1166,1,1718
840,1167,2962,1,1727
841,1168,2967,1,1725
842,2971,1169,1,1723
843,2976,1171,1,1726
844,1173,2979,1,1730
845,2981,1174,1,1739
846,2986,1176,1,1714
847,2989,1177,1,1722
848,1178,2991,1,1717
849,1179,2996,1,1714
850,1181,2998,1,1713
851,3001,1182,1,1708
852,1183,3003,1,1718
853,3005,1184,1,1725
854,3009,1186,1,1718
855,3011,1187,1,1714
856,3013,1189,1,1727
857,3015,1190,1,1727
858,1191,3020,1,1718
859,3024,1193,1,1744
860,1195,3028,1,1721
861,1196,3032,1,1736
862,3037,1197,1,1729
863,1199,3042,1,1726
864,1200,3047,1,1732
865,1201,3050,1,1740
866,1203,3053,1,1733
867,3056,1204,1,1729
868,3058,1206,1,1721
869,3060,1207,1,1707
870,1208,3062,1,1706
871,3065,1209,1,1700
872,3067,1211,1,1712
873,1212,3071,1,1718
874,3076,1213,1,1713
875,1214,3080,1,1714
876,3082,1216,1,1713
877,1217,3085,1,1708
878,1218,3088,1,1708
879,3090,1219,1,1711
880,1221,3092,1,1718
881,1222,3097,1,1720
882,3099,1224,1,1729
883,1225,3102,1,1729
884,1226,3104,1,1720
885,1228,3107,1,1715
886,1229,3110,1,1708
887,1230,3114,1,1716
888,1232,3116,1,1722
889,3121,1233,1,1719
890,3123,1234,1,1716
891,1236,3128,1,1732
892,3133,1237,1,1733
893,1239,3136,1,1730
894,3139,1241,1,1722
895,1243,3141,1,1724
896,3145,1245,1,1714
897,1246,3149,1,1725
898,1247,3152,1,1723
899,3155,1249,1,1725
900,1250,3159,1,1721
901,1252,3163,1,1720
902,3167,1253,1,1728
903,1254,3170,1,1723
904,3173,1255,1,1728
905,1257,3177,1,1734
906,1258,3180,1,1738
907,1259,3185,1,1736
908,3189,1261,1,1732
909,1263,3193,1,1704
910,1264,3197,1,1719
911,3202,1266,1,1727
912,1268,3207,1,1717
913,1269,3211,1,1724
914,3216,1270,1,1721
915,3221,1271,1,1713
916,1273,3224,1,1733
917,1274,3227,1,1735
918,3232,1275,1,1735
919,3236,1276,1,1730
920,3240,1278,1,1738
921,3244,1279,1,1725
922,1280,3248,1,1732
923,1281,3250,1,1728
924,1283,3253,1,1747
925,3256,1284,1,1724
926,1286,3258,1,1728
927,1287,3260,1,1726
928,1288,3263,1,1732
929,1290,3267,1,1742
930,3272,1291,1,1733
931,3274,1292,1,1754
932,1293,3276,1,1733
933,3280,1295,1,1738
934,3285,1296,1,1729
935,3290,1298,1,1743
936,1299,3294,1,1732
937,1300,3299,1,1737
938,1302,3302,1,1750
939,1303,3304,1,1753
940,1304,3308,1,1746
941,3310,1306,1,1744
942,3315,1308,1,1729
943,3318,1310,1,1725
944,1311,3320,1,1736
945,1312,3323,1,1718
946,3326,1314,1,1739
947,3331,1316,1,1728
948,3336,1317,1,1737
949,3338,1318,1,1720
950,1319,3343,1,1719
951,3348,1321,1,1727
952,3350,1322,1,1728
953,3355,1323,1,1726
954,1325,3359,1,1721
955,1326,3361,1,1720
956,1327,3364,1,1721
957,1328,3368,1,1708
958,3372,1330,1,1725
959,1331,3375,1,1712
960,1333,3377,1,1731
961,1334,3381,1,1725
962,1336,3385,1,1737
963,3388,1337,1,1735
964,1339,3391,1,1738
965,1341,3396,1,1717
966,1343,3400,1,1718
967,3404,1344,1,1714
968,3408,1346,1,1727
969,1348,3413,1,1718
970,3418,1349,1,1719
971,1351,3420,1,1731
972,3425,1352,1,1727
973,3429,1353,1,1736
974,3431,1354,1,1730
975,3434,1356,1,1711
976,1357,3437,1,1716
977,1358,3442,1,1716
978,3447,1360,1,1708
979,3449,1361,1,1714
980,1362,3453,1,1716
981,3456,1364,1,1718
982,3461,1365,1,1710
983,3466,1366,1,1703
984,3468,1368,1,1723
985,3471,1369,1,1729
986,3474,1370,1,1716
987,3477,1371,1,1729
988,3481,1373,1,1722
989,3483,1374,1,1729
990,3488,1375,1,1717
991,3490,1377,1,1722
992,3494,1378,1,1725
993,3496,1379,1,1717
994,3498,1380,1,1726
995,1382,3501,1,1738
996,3506,1383,1,1734
997,3509,1384,1,1746
998,1386,3513,1,1704
999,3518,1387,1,1702
1000,1388,3520,1,1704
1001,3522,1389,1,1696
1002,3525,1391,1,1709
1003,1393,3527,1,1716
1004,3532,1394,1,1713
1005,1395,3535,1,1720
1006,1397,3540,1,1723
1007,1398,3543,1,1714
1008,1400,3545,1,1707
1009,1402,3549,1,1711
1010,1403,3552,1,1715
1011,1404,3555,1,1717
1012,3560,1406,1,1716
1013,3565,1408,1,1720
1014,1409,3570,1,1712
1015,1411,3575,1,1724
1016,1412,3578,1,1711
1017,1413,3580,1,1721
1018,1415,3584,1,1731
1019,1417,3589,1,1708
1020,1418,3593,1,1711
1021,3596,1419,1,1719
1022,1421,3599,1,1707
1023,1423,3604,1,1721
1024,3609,1424,1,1725
1025,3614,1426,1,1715
1026,3619,1428,1,1706
1027,3622,1429,1,1727
1028,1430,3627,1,1716
1029,3629,1431,1,1715
1030,3632,1433,1,1720
1031,3637,1434,1,1716
1032,1435,3639,1,1720
1033,3641,1437,1,1708
1034,3645,1439,1,1695
1035,3649,1440,1,1706
1036,1441,3652,1,1717
1037,3655,1442,1,1714
1038,1444,3659,1,1707
1039,1445,3661,1,1722
1040,1447,3663,1,1727
1041,1448,3666,1,1719
1042,1449,3671,1,1719
1043,3674,1451,1,1713
1044,1452,3677,1,1715
1045,3682,1453,1,1702
1046,1455,3686,1,1707
1047,3689,1456,1,1729
1048,1458,3694,1,1705
1049,3699,1459,1,1716
1050,1461,3703,1,1707
1051,3705,1463,1,1725
1052,3707,1464,1,1720
1053,1466,3710,1,1727
1054,3714,1467,1,1712
1055,1469,3719,1,1704
1056,1470,3724,1,1713
1057,1472,3727,1,1724
1058,3729,1473,1,1709
1059,1474,3731,1,1704
1060,3736,1476,1,1735
1061,1477,3738,1,1722
1062,3741,1478,1,1723
1063,3746,1479,1,1722
1064,1481,3748,1,1718
1065,3753,1483,1,1736
1066,3756,1484,1,1732
1067,1485,3761,1,1730
1068,1487,3764,1,1726
1069,1488,3769,1,1730
1070,1490,3772,1,1722
1071,1491,3777,1,1706
1072,3781,1492,1,1704
1073,1493,3783,1,1704
1074,1495,3788,1,1711
1075,1497,3791,1,1708
1076,3793,1498,1,1720
1077,3795,1499,1,1715
1078,3800,1501,1,1719
1079,1503,3805,1,1728
1080,3810,1504,1,1714
1081,3814,1505,1,1733
1082,1506,3819,1,1714
1083,3823,1508,1,1714
1084,3825,1509,1,1711
1085,3827,1510,1,1717
1086,1512,3829,1,1731
1087,3831,1513,1,1728
1088,3836,1515,1,1726
1089,1516,3841,1,1722
1090,1518,3845,1,1721
1091,3849,1519,1,1714
1092,3852,1520,1,1709
1093,1521,3856,1,1708
1094,3861,1523,1,1718
1095,3866,1525,1,1716
1096,3871,1526,1,1720
1097,1528,3874,1,1734
1098,1530,3877,1,1727
1099,1531,3880,1,1733
1100,3882,1532,1,1717
1101,3887,1534,1,1704
1102,3892,1535,1,1709
1103,3897,1536,1,1718
1104,1537,3899,1,1705
1105,3903,1539,1,1717
1106,1540,3905,1,1701
1107,1541,3910,1,1706
1108,1542,3912,1,1704
1109,1544,3914,1,1700
1110,1545,3919,1,1706
1111,1547,3921,1,1699
1112,3924,1548,1,1709
1113,1549,3929,1,1717
1114,1550,3934,1,1701
1115,1552,3939,1,1705
1116,1553,3943,1,1714
1117,3948,1554,1,1711
1118,1555,3950,1,1699
1119,3952,1557,1,1706
1120,1559,3954,1,1710
1121,3956,1560,1,1709
1122,1561,3958,1,1688
1123,3962,1562,1,1700
1124,1564,3966,1,1714
1125,1566,3968,1,1713
1126,3970,1567,1,1708
1127,1568,3973,1,1717
1128,3978,1570,1,1717
1129,3982,1571,1,1720
1130,1573,3987,1,1702
1131,1574,3990,1,1703
1132,3992,1575,1,1702
1133,1576,3995,1,1712
1134,1578,4000,1,1719
1135,4005,1580,1,1722
1136,1581,4008,1,1705
1137,1582,4011,1,1716
1138,1584,4015,1,1718
